X,Sample.ID,Download.Source,TLD,Download.Speed,Ping.Time.To.Server,File.Size.Bytes,How.Many.Times.File.Seen,Executable.Code.Maybe.Present.in.Headers,Calls.To.Low.level.System.Libraries,Evidence.of.Code.Obfuscation,Threads.Started,Mean.Word.Length.of.Extracted.Strings,Similarity.Score,Actually.Malicious,Initial.Statistical.Analysis
14900,52902,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,120,4109892,628,YES,345,YES,1,5.06,-0.7346271,YES,Correctly Identified as Malware
14902,52910,Git Repository,.net,100KB/s to 1MB/s,89,22445266,668,NO,3277,YES,1,4.16,-1.225736,NO,Correctly Identified as Clean
14905,52916,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,130,6933469,753,NO,635,NO,1,5.37,-0.9676092,YES,Correctly Identified as Malware
14906,52919,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,182,13824155,702,NO,1557,YES,1,3.79,-0.6290013,NO,Correctly Identified as Clean
14907,52923,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,281,5021293,607,YES,434,NO,1,4.51,-1.895832,YES,Correctly Identified as Malware
14908,52924,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,96,1839974,666,NO,144,NO,1,4.55,1.233321,YES,Correctly Identified as Malware
14911,52934,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,306,21818867,777,YES,3126,YES,1,4.44,-1.302857,NO,Correctly Identified as Clean
14912,52937,Git Repository,.net,100KB/s to 1MB/s,150,16373694,721,YES,1992,YES,1,4.69,-1.061387,NO,Correctly Identified as Clean
14913,52940,Well Known Software Download Websites,.com,1MB/s to 10MB/s,260,2406575,517,NO,192,YES,1,4.4,-1.563114,YES,Correctly Identified as Malware
14916,52953,University Web Pages,.com,100KB/s to 1MB/s,428,5537840,603,NO,486,YES,1,5.18,-1.180581,NO,Correctly Identified as Clean
14917,52960,Well Known Software Download Websites,.net,100KB/s to 1MB/s,79,12939917,569,YES,1420,YES,1,4.69,-0.444794,NO,Correctly Identified as Clean
14921,52967,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,623,11907337,526,YES,1266,YES,1,4.88,-1.103107,NO,Incorrectly Identified as Malware
14924,52974,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,459,3547469,581,YES,293,YES,1,5.67,0.3528307,YES,Incorrectly Identified as Clean
14931,53009,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,206,22431986,190,YES,3274,NO,1,3.94,0.2393888,YES,Correctly Identified as Malware
14932,53016,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,198,2891899,578,NO,234,YES,1,5.81,1.094375,YES,Correctly Identified as Malware
14934,53020,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,134,7744315,447,YES,727,NO,1,4.46,0.5832511,YES,Incorrectly Identified as Clean
14937,53027,Well Known Software Download Websites,.net,100KB/s to 1MB/s,450,5837210,666,NO,517,NO,1,5.82,-1.27601,YES,Incorrectly Identified as Clean
14942,53046,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,98,1288701,496,YES,99,YES,1,5.06,-2.188411,NO,Correctly Identified as Clean
14946,53057,Well Known Software Download Websites,.net,100KB/s to 1MB/s,64,5785979,513,NO,512,NO,1,5.42,0.0576479,NO,Correctly Identified as Clean
14951,53065,Well Known Software Download Websites,.net,1MB/s to 10MB/s,232,287777,445,YES,21,YES,1,4.48,0.9757979,YES,Correctly Identified as Malware
14958,53088,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,342,9188210,672,YES,900,YES,1,4.18,-0.9136054,NO,Correctly Identified as Clean
14961,53097,Well Known Software Download Websites,.com,100KB/s to 1MB/s,110,8550136,596,NO,822,YES,1,4.88,0.3961996,NO,Correctly Identified as Clean
14963,53102,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,569,8053540,695,NO,763,YES,1,4.21,1.419525,NO,Correctly Identified as Clean
14971,53135,Well Known Software Download Websites,.com,100KB/s to 1MB/s,37,7760207,534,NO,728,YES,1,5.53,0.3509071,YES,Correctly Identified as Malware
14972,53142,Well Known Software Download Websites,.com,100KB/s to 1MB/s,89,16629424,654,NO,2038,YES,1,4.54,-0.7930921,NO,Correctly Identified as Clean
14973,53144,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,197,4095778,465,NO,344,YES,1,4.72,-0.2168142,YES,Correctly Identified as Malware
14980,53189,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,317,5015487,556,NO,433,YES,1,5.74,-0.2291073,YES,Incorrectly Identified as Clean
14991,53227,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,26,10394580,488,NO,1056,NO,1,4.43,0.9669456,YES,Correctly Identified as Malware
14993,53230,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,255,29794641,520,YES,5425,NO,1,5.77,-0.2028811,NO,Correctly Identified as Clean
14995,53240,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,50,5194801,482,YES,451,YES,1,5.65,0.2394713,YES,Correctly Identified as Malware
15000,53250,Well Known Software Download Websites,.com,100KB/s to 1MB/s,249,34625028,462,NO,7289,NO,1,5.01,0.8288582,NO,Incorrectly Identified as Malware
15004,53271,Git Repository,.net,100KB/s to 1MB/s,60,5690151,459,NO,502,YES,1,5.37,1.074162,NO,Correctly Identified as Clean
15007,53278,Well Known Software Download Websites,.net,100KB/s to 1MB/s,522,21829656,467,NO,3128,NO,1,4.7,1.172316,NO,Incorrectly Identified as Malware
15014,53304,Well Known Software Download Websites,.net,100KB/s to 1MB/s,59,21999459,237,YES,3169,NO,1,3.89,0.9406393,YES,Correctly Identified as Malware
15018,53321,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,342,4144843,490,YES,349,YES,1,5.64,0.280818,NO,Correctly Identified as Clean
15020,53331,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,233,8508006,451,YES,817,YES,1,4.27,-0.4024346,YES,Incorrectly Identified as Clean
15023,53339,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,277,14227756,781,NO,1622,NO,1,5.58,-0.3706946,YES,Correctly Identified as Malware
15025,53348,Well Known Software Download Websites,.net,1MB/s to 10MB/s,50,4435548,489,YES,376,YES,1,4.3,0.9764756,YES,Incorrectly Identified as Clean
15028,53352,Well Known Software Download Websites,.com,100KB/s to 1MB/s,168,10558668,412,NO,1078,YES,1,5.14,-1.84805,YES,Correctly Identified as Malware
15030,53358,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,410,3645266,584,NO,302,YES,1,5.54,-0.4691744,NO,Correctly Identified as Clean
15033,53371,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,87,3781234,509,NO,315,YES,1,5.33,-0.1085275,YES,Incorrectly Identified as Clean
15037,53381,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,466,3326190,640,NO,273,YES,1,4.84,-1.698746,NO,Correctly Identified as Clean
15039,53383,Well Known Software Download Websites,.net,1MB/s to 10MB/s,228,6034345,614,NO,538,NO,1,5.11,-1.753949,NO,Correctly Identified as Clean
15043,53395,Git Repository,.edu,100KB/s to 1MB/s,731,9599425,662,YES,952,YES,1,4.11,-0.1127675,NO,Correctly Identified as Clean
15046,53403,Well Known Software Download Websites,.net,100KB/s to 1MB/s,80,21241788,752,NO,2991,YES,1,3.81,-0.0821095,NO,Correctly Identified as Clean
15047,53406,Well Known Software Download Websites,.net,100KB/s to 1MB/s,38,16103972,714,YES,1943,NO,1,4.98,0.8920763,YES,Incorrectly Identified as Clean
15048,53410,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,124,10520217,576,NO,1073,NO,1,5.68,-0.9644989,NO,Correctly Identified as Clean
15052,53420,Well Known Software Download Websites,.com,100KB/s to 1MB/s,51,7065445,660,YES,649,YES,1,4.33,0.577197,NO,Correctly Identified as Clean
15060,53456,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,404,3574289,514,NO,296,YES,1,4.35,-0.07175907,YES,Incorrectly Identified as Clean
15061,53458,Well Known Software Download Websites,.net,100KB/s to 1MB/s,639,2592870,666,YES,208,YES,1,5.49,-0.5361853,YES,Correctly Identified as Malware
15062,53459,Well Known Software Download Websites,.net,1MB/s to 10MB/s,755,10060497,687,NO,1012,NO,1,5.01,-0.9580424,NO,Correctly Identified as Clean
15063,53466,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,53,4503990,627,NO,383,YES,1,5.39,-0.5368693,YES,Correctly Identified as Malware
15064,53473,Well Known Software Download Websites,.net,100KB/s to 1MB/s,287,2169720,442,NO,172,YES,1,5.52,1.118793,YES,Correctly Identified as Malware
15071,53492,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,185,2251266,606,YES,179,NO,1,5.31,-0.3203799,NO,Correctly Identified as Clean
15074,53505,Well Known Software Download Websites,.net,1MB/s to 10MB/s,549,8739869,718,NO,845,NO,1,5.4,0.8089185,NO,Correctly Identified as Clean
15076,53507,Well Known Software Download Websites,.com,100KB/s to 1MB/s,176,9913174,613,YES,993,NO,1,4.89,-0.3473556,NO,Correctly Identified as Clean
15078,53519,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,80,2817989,594,YES,228,YES,1,4.38,0.4672679,NO,Correctly Identified as Clean
15080,53525,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,305,8385395,537,NO,802,YES,1,5.03,0.6983627,YES,Incorrectly Identified as Clean
15082,53528,Well Known Software Download Websites,.net,100KB/s to 1MB/s,468,2897496,575,YES,235,YES,1,5.43,-0.748273,YES,Correctly Identified as Malware
15088,53546,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,60,7770201,611,NO,730,YES,1,4.98,-0.755096,NO,Correctly Identified as Clean
15096,53576,Well Known Software Download Websites,.com,100KB/s to 1MB/s,100,6740861,513,YES,614,YES,1,5.54,-0.5402767,YES,Incorrectly Identified as Clean
15098,53579,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,192,802594,393,NO,61,NO,1,4.61,-0.9144317,YES,Correctly Identified as Malware
15101,53584,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,76,21109325,277,YES,2960,YES,1,5.32,-0.4711946,YES,Correctly Identified as Malware
15102,53586,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,130,9051442,734,NO,883,NO,1,5.2,-1.179577,YES,Correctly Identified as Malware
15103,53588,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,176,13800544,438,NO,1554,YES,1,4.88,-0.5059159,YES,Correctly Identified as Malware
15107,53602,Well Known Software Download Websites,.net,100KB/s to 1MB/s,387,17659553,548,NO,2233,NO,1,4.73,1.128174,NO,Correctly Identified as Clean
15114,53624,Wordpress Powered Web Site,.edu,100KB/s to 1MB/s,998,746991,613,YES,56,NO,1,4.27,0.9230483,NO,Incorrectly Identified as Malware
15120,53643,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,207,8082491,655,YES,766,YES,1,5.17,-1.826648,YES,Correctly Identified as Malware
15121,53644,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,330,2281745,569,NO,181,YES,1,5.13,-1.821168,NO,Correctly Identified as Clean
15129,53667,Well Known Software Download Websites,.com,100KB/s to 1MB/s,114,4402519,546,YES,373,NO,1,4.87,1.29611,NO,Correctly Identified as Clean
15139,53701,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,115,25038831,701,NO,3952,YES,1,5.19,-1.082718,YES,Correctly Identified as Malware
15142,53725,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,440,7540145,603,YES,703,NO,1,4.48,-1.698891,YES,Incorrectly Identified as Clean
15143,53729,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,548,73496,469,NO,5,YES,1,4.6,-1.839172,YES,Correctly Identified as Malware
15145,53734,Well Known Software Download Websites,.com,100KB/s to 1MB/s,158,20541617,713,NO,2832,YES,1,4.36,0.6906752,NO,Correctly Identified as Clean
15156,53771,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,94,20822202,766,NO,2895,YES,1,4.54,-0.8817274,NO,Correctly Identified as Clean
15163,53789,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,98,2781034,513,NO,224,NO,1,5.25,-0.367559,NO,Correctly Identified as Clean
15167,53805,Well Known Software Download Websites,.com,100KB/s to 1MB/s,397,7659111,685,YES,717,NO,1,5.38,-0.8297509,YES,Incorrectly Identified as Clean
15181,53851,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,197,3927604,591,NO,328,YES,1,3.95,0.1817814,NO,Correctly Identified as Clean
15186,53879,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,82,2593484,647,YES,208,NO,1,5.68,0.8035443,YES,Correctly Identified as Malware
15194,53926,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,48,13885419,559,NO,1567,YES,1,5.1,2.282599,NO,Correctly Identified as Clean
15198,53954,University Web Pages,.com,Greater than 10MB/s,502,13276410,650,NO,1471,YES,1,4.3,0.2333613,NO,Incorrectly Identified as Malware
15200,53958,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,412,10931999,634,YES,1129,YES,1,4.38,0.4820961,NO,Correctly Identified as Clean
15201,53960,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,583,6153803,629,NO,550,YES,1,4.27,1.236442,NO,Correctly Identified as Clean
15202,53967,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,45,11809695,685,NO,1252,NO,1,5.4,-0.9705409,YES,Correctly Identified as Malware
15205,53994,Well Known Software Download Websites,.com,1MB/s to 10MB/s,52,10438103,480,NO,1062,NO,1,4.53,0.8967882,YES,Correctly Identified as Malware
15208,54016,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,435,2589894,523,YES,208,NO,1,4.87,-0.6032006,YES,Correctly Identified as Malware
15212,54025,Git Repository,.com,100KB/s to 1MB/s,277,7250461,579,NO,670,YES,1,5.34,-0.04391933,YES,Incorrectly Identified as Clean
15214,54031,Well Known Software Download Websites,.com,100KB/s to 1MB/s,344,4470461,616,NO,380,NO,1,4.92,-1.865842,NO,Correctly Identified as Clean
15226,54071,University Web Pages,.com,1MB/s to 10MB/s,357,3921328,416,YES,328,YES,1,4.68,-0.9622693,YES,Correctly Identified as Malware
15238,54120,Well Known Software Download Websites,.com,1MB/s to 10MB/s,120,2414695,580,YES,193,YES,1,4.33,0.3722634,YES,Correctly Identified as Malware
15239,54121,Well Known Software Download Websites,.com,100KB/s to 1MB/s,49,12795430,539,NO,1398,YES,1,5.16,-0.6439555,NO,Correctly Identified as Clean
15247,54151,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,219,1995956,538,NO,157,YES,1,5.14,0.1488042,YES,Correctly Identified as Malware
15252,54165,Well Known Software Download Websites,.net,100KB/s to 1MB/s,163,2865884,653,YES,232,YES,1,5.29,-0.352426,YES,Incorrectly Identified as Clean
15254,54170,Well Known Software Download Websites,.com,100KB/s to 1MB/s,94,13375626,735,NO,1487,NO,1,5.39,1.617504,YES,Correctly Identified as Malware
15257,54177,Well Known Software Download Websites,.com,100KB/s to 1MB/s,652,3926050,628,NO,328,YES,1,4.28,1.062201,NO,Correctly Identified as Clean
15262,54204,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,311,20561407,532,NO,2836,NO,1,5.04,-0.0177796,NO,Correctly Identified as Clean
15267,54215,Git Repository,.net,100KB/s to 1MB/s,453,13999763,548,YES,1586,YES,1,4.91,-1.199436,YES,Incorrectly Identified as Clean
15270,54219,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,282,7061121,487,NO,649,NO,1,5.73,-0.1312157,NO,Incorrectly Identified as Malware
15274,54231,Well Known Software Download Websites,.net,100KB/s to 1MB/s,810,6517448,517,NO,589,YES,1,5.19,-0.5617492,YES,Incorrectly Identified as Clean
15278,54248,Well Known Software Download Websites,.net,1MB/s to 10MB/s,811,4296895,714,YES,363,YES,1,4.21,-0.2197065,NO,Correctly Identified as Clean
15279,54251,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,232,11252788,368,NO,1173,YES,1,4.79,0.6353782,YES,Correctly Identified as Malware
15282,54254,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,98,7684466,632,NO,720,NO,1,5.43,-2.549013,NO,Incorrectly Identified as Malware
15291,54278,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,76,6638252,637,YES,602,NO,1,5.68,0.9029527,YES,Correctly Identified as Malware
15294,54283,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,79,1314482,625,NO,101,YES,1,4.75,0.791119,NO,Correctly Identified as Clean
15296,54285,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,125,13155534,776,NO,1453,NO,1,4.69,-0.7295657,NO,Correctly Identified as Clean
15302,54303,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,497,19493965,632,YES,2604,NO,1,5.15,0.8483976,NO,Correctly Identified as Clean
15306,54324,Well Known Software Download Websites,.com,100KB/s to 1MB/s,93,21367502,589,YES,3020,NO,1,5.49,1.839346,NO,Correctly Identified as Clean
15307,54331,Wordpress Powered Web Site,.edu,1MB/s to 10MB/s,626,11773482,461,NO,1247,NO,1,4.48,-0.6359932,YES,Incorrectly Identified as Clean
15308,54333,Well Known Software Download Websites,.com,100KB/s to 1MB/s,317,10348956,685,NO,1050,YES,1,4.27,1.081388,NO,Correctly Identified as Clean
15309,54337,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,282,1184231,475,YES,91,YES,1,4.48,0.1613923,YES,Incorrectly Identified as Clean
15314,54357,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,166,6723432,609,NO,612,YES,1,4.68,0.1880687,NO,Correctly Identified as Clean
15315,54362,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,265,21609064,775,YES,3076,YES,1,4.16,0.333452,NO,Correctly Identified as Clean
15317,54377,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,62,13997346,535,YES,1585,YES,1,4.29,-0.4049914,NO,Correctly Identified as Clean
15319,54380,Well Known Software Download Websites,.com,1MB/s to 10MB/s,499,14483729,429,NO,1664,NO,1,4.17,-2.697878,YES,Correctly Identified as Malware
15322,54391,University Web Pages,.com,1MB/s to 10MB/s,932,7709965,497,NO,723,NO,1,4.29,-0.08649598,YES,Correctly Identified as Malware
15327,54406,Well Known Software Download Websites,.com,100KB/s to 1MB/s,84,17640066,539,NO,2229,NO,1,5.04,0.2966534,NO,Correctly Identified as Clean
15331,54419,Well Known Software Download Websites,.net,100KB/s to 1MB/s,396,18162373,649,NO,2331,YES,1,5,-0.4948233,YES,Correctly Identified as Malware
15332,54424,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,637,15116016,440,NO,1770,NO,1,4.07,0.7188213,YES,Incorrectly Identified as Clean
15337,54434,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,323,15774374,665,YES,1884,YES,1,4.93,-0.1134876,NO,Correctly Identified as Clean
15340,54445,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,539,21218650,434,NO,2986,NO,1,5.55,-0.9223444,NO,Correctly Identified as Clean
15343,54453,Well Known Software Download Websites,.net,100KB/s to 1MB/s,301,2303589,569,YES,183,NO,1,5.11,-0.7249139,NO,Correctly Identified as Clean
15344,54454,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,154,28072631,554,NO,4853,YES,1,5.4,-1.12815,YES,Incorrectly Identified as Clean
15355,54506,Wordpress Powered Web Site,.edu,100KB/s to 1MB/s,445,11790531,690,NO,1249,NO,1,5.35,-0.9212253,YES,Incorrectly Identified as Clean
15356,54507,Git Repository,.com,100KB/s to 1MB/s,552,2264592,593,NO,180,NO,1,4.52,-0.418411,NO,Correctly Identified as Clean
15359,54514,Well Known Software Download Websites,.net,100KB/s to 1MB/s,264,1387730,702,NO,107,YES,1,3.59,-0.670758,NO,Correctly Identified as Clean
15364,54539,Well Known Software Download Websites,.com,100KB/s to 1MB/s,413,363328,543,YES,27,YES,1,5.38,0.1144095,YES,Correctly Identified as Malware
15367,54550,Well Known Software Download Websites,.com,1MB/s to 10MB/s,118,6733172,633,NO,613,NO,1,5.14,-0.3670216,NO,Incorrectly Identified as Malware
15368,54554,Well Known Software Download Websites,.com,1MB/s to 10MB/s,224,1934013,637,YES,152,NO,1,5.3,0.06828127,NO,Correctly Identified as Clean
